Order_ID,Day_Of_Week,Month,Year,Date,Order_Time,User_ID
929,1,2,2023,24,21,99
930,3,2,2022,23,3,369
931,3,10,2021,31,19,58
932,2,7,2023,1,17,329
933,6,1,2023,24,21,32
934,5,12,2023,24,6,255
935,5,4,2021,10,23,372
936,7,10,2022,3,19,352
937,5,7,2021,2,15,165
938,3,3,2022,8,13,410
939,2,5,2021,29,8,339
940,3,5,2021,5,23,352
941,4,6,2021,11,19,289
942,3,1,2023,3,22,144
943,6,4,2022,9,5,429
944,6,3,2021,30,13,477
945,7,6,2022,8,17,209
946,7,5,2022,17,6,380
947,7,5,2021,4,17,202
948,6,7,2021,19,12,155
949,3,5,2021,8,3,109
950,4,11,2021,3,19,73
951,5,5,2022,9,0,95
952,2,3,2021,31,8,479
953,6,10,2022,6,4,19
954,7,7,2023,15,7,368
955,1,10,2022,14,21,350
956,1,2,2022,9,2,12
957,3,1,2022,17,7,201
958,3,6,2023,23,12,75
959,1,5,2023,28,8,320
960,7,5,2023,7,2,376
961,3,1,2022,4,21,311
962,7,1,2022,5,9,166
963,7,11,2022,12,18,241
964,1,7,2023,27,1,115
965,6,2,2022,27,12,137
966,6,4,2023,6,3,201
967,5,6,2021,10,17,151
968,2,10,2023,24,9,321
969,2,12,2023,14,7,236
970,4,9,2021,6,6,263
971,7,3,2023,6,10,423
972,1,10,2023,2,10,147
973,4,10,2023,28,21,178
974,1,9,2022,22,6,367
975,3,12,2021,30,3,120
976,2,1,2021,18,11,61
977,2,11,2021,31,10,384
978,7,11,2021,12,21,472
979,6,12,2021,26,21,205
980,3,8,2022,14,18,393
981,3,9,2021,19,6,145
982,4,10,2023,20,3,79
983,1,1,2022,16,14,427
984,5,10,2022,22,13,33
985,2,1,2021,8,23,141
986,2,11,2022,12,7,233
987,6,4,2021,1,2,421
988,6,11,2022,28,8,192
989,3,12,2021,6,19,310
990,3,3,2021,27,18,398
991,2,5,2021,28,13,264
992,3,9,2022,1,6,109
993,1,1,2021,19,1,311
994,6,11,2023,15,16,357
995,4,7,2023,14,9,147
996,1,6,2023,27,20,420
997,6,10,2021,26,14,353
998,3,11,2021,21,21,369
999,7,10,2022,29,15,203
1000,4,5,2023,15,23,167
1001,7,2,2022,20,10,216
1002,7,8,2021,26,21,387
1003,7,9,2021,28,20,125
1004,4,9,2022,31,21,79
1005,4,1,2023,20,0,164
1006,7,7,2021,25,0,103
1007,4,6,2022,21,10,482
1008,6,4,2021,25,12,471
1009,2,9,2023,20,1,39
1010,7,7,2021,14,12,350
1011,1,5,2022,5,16,179
1012,5,3,2022,9,19,364
1013,3,6,2023,30,11,205
1014,7,12,2021,4,7,337
1015,5,6,2023,28,17,222
1016,1,5,2022,23,11,405
1017,3,1,2023,13,3,102
1018,6,1,2021,1,23,182
1019,7,8,2022,9,0,459
1020,5,8,2022,22,23,381
1021,4,2,2022,3,0,315
1022,3,11,2021,12,9,173
1023,2,12,2022,14,22,395
1024,6,1,2023,24,14,267
1025,5,1,2021,11,1,451
1026,5,3,2022,16,13,493
1027,4,3,2021,5,12,101
1028,5,11,2023,5,7,451
1029,3,2,2021,25,15,198
1030,4,9,2022,14,17,204
1031,4,4,2023,22,0,420
1032,4,12,2021,21,10,499
1033,3,10,2023,2,15,82
1034,3,1,2023,15,12,394
1035,2,1,2023,13,16,287
1036,4,2,2021,15,13,352
1037,4,8,2021,9,2,303
1038,4,6,2022,16,3,73
1039,6,11,2023,30,13,63
1040,7,4,2023,5,12,208
1041,5,12,2022,9,2,134
1042,6,6,2023,18,10,350
1043,3,5,2022,28,13,26
1044,2,9,2022,2,10,170
1045,1,2,2023,2,8,405
1046,2,6,2023,25,6,413
1047,7,4,2021,19,5,159
1048,3,7,2021,14,14,39
1049,6,1,2022,21,11,198
1050,4,5,2022,28,4,174
1051,2,2,2022,18,21,273
1052,3,11,2022,8,9,287
1053,1,2,2021,8,20,99
1054,3,12,2021,10,5,9
1055,3,1,2021,18,13,350
1056,7,7,2023,30,7,384
1057,7,6,2021,26,14,424
1058,1,5,2022,23,7,158
1059,4,12,2021,20,21,361
1060,6,12,2021,1,17,384
1061,5,3,2023,21,6,473
1062,2,8,2022,14,10,305
1063,4,7,2023,16,10,93
1064,1,8,2023,21,6,405
1065,7,3,2023,26,10,116
1066,2,6,2021,7,6,334
1067,4,11,2022,3,12,57
1068,6,4,2022,7,3,254
1069,2,5,2022,30,7,328
1070,4,11,2022,30,1,361
1071,2,11,2023,10,15,117
1072,4,6,2021,8,6,43
1073,6,8,2023,8,22,113
1074,3,9,2021,24,19,164
1075,6,9,2021,8,7,44
1076,6,3,2021,7,21,466
1077,3,6,2021,27,3,146
1078,7,6,2021,20,17,100
1079,6,6,2021,29,9,219
1080,1,5,2023,2,21,140
1081,1,8,2023,3,3,240
1082,7,6,2023,22,8,308
1083,2,3,2022,16,17,337
1084,5,7,2021,10,10,263
1085,2,11,2022,13,14,430
1086,1,2,2023,4,1,387
1087,3,2,2023,3,7,179
1088,7,6,2021,23,11,419
1089,4,1,2023,27,14,78
1090,2,7,2022,11,10,99
1091,4,6,2021,22,20,140
1092,3,7,2022,8,12,449
1093,2,9,2023,19,16,494
1094,7,7,2022,6,20,427
1095,7,10,2022,18,23,108
1096,4,6,2022,20,15,241
1097,5,12,2021,10,18,397
1098,2,1,2022,26,2,198
1099,7,1,2022,23,17,452
1100,7,6,2023,1,17,13
1101,4,10,2022,15,7,92
1102,6,7,2023,14,17,437
1103,4,2,2021,30,1,470
1104,5,6,2023,9,18,86
1105,4,3,2021,25,4,271
1106,4,3,2023,28,20,433
1107,6,9,2023,7,13,446
1108,1,7,2021,29,17,388
1109,2,11,2022,9,8,151
1110,2,7,2022,11,9,113
1111,2,6,2022,12,9,129
1112,7,2,2023,3,3,68
1113,3,10,2023,20,19,378
1114,4,8,2022,2,18,363
1115,1,5,2022,17,6,324
1116,7,11,2022,21,14,332
1117,6,5,2023,14,19,117
1118,2,1,2023,4,3,98
1119,3,4,2022,8,1,75
1120,6,3,2021,2,6,390
1121,7,11,2022,9,19,407
1122,4,6,2021,31,13,112
1123,2,12,2023,22,9,131
1124,2,12,2021,27,0,420
1125,2,2,2021,7,16,400
1126,1,6,2022,18,2,73
1127,3,12,2022,5,20,284
1128,3,1,2022,15,16,115
1129,1,3,2022,20,15,18
1130,2,5,2021,17,7,439
1131,4,9,2023,8,14,228
1132,6,2,2022,23,5,471
1133,4,9,2021,19,10,316
1134,5,11,2023,10,17,126
1135,6,4,2021,22,9,422
1136,1,5,2022,7,11,442
1137,1,9,2021,29,15,204
1138,2,2,2023,2,6,428
1139,3,10,2023,22,4,227
1140,2,6,2021,2,17,358
1141,7,1,2023,23,2,60
1142,4,1,2021,2,4,465
1143,4,2,2021,1,7,278
1144,7,2,2023,12,15,438
1145,4,2,2023,3,21,424
1146,6,8,2022,22,21,283
1147,2,8,2022,16,19,429
1148,3,5,2022,4,14,438
1149,1,6,2023,22,10,11
1150,5,11,2023,5,1,5
1151,5,8,2022,20,7,357
1152,2,10,2023,7,11,493
1153,6,1,2022,11,2,479
1154,4,5,2021,14,19,39
1155,4,10,2023,19,15,471
1156,4,10,2022,28,16,8
1157,5,4,2023,21,0,446
1158,7,11,2023,2,19,229
1159,3,11,2021,30,18,231
1160,4,11,2022,29,16,35
1161,3,8,2021,22,19,54
1162,4,7,2022,27,8,166
1163,6,10,2021,3,19,234
1164,5,4,2022,15,18,33
1165,4,10,2021,11,1,122
1166,2,6,2023,4,18,49
1167,4,9,2023,26,13,367
1168,6,11,2023,26,11,6
1169,4,8,2022,26,5,98
1170,5,11,2022,24,15,391
1171,4,10,2021,3,18,216
1172,1,2,2022,16,1,29
1173,5,9,2022,12,11,486
1174,2,3,2022,21,21,189
1175,4,12,2022,27,2,71
1176,1,8,2022,19,3,325
1177,6,7,2022,16,7,343
1178,4,9,2023,8,5,458
1179,3,2,2021,28,23,44
1180,7,7,2023,3,9,357
1181,5,9,2022,15,7,33
1182,3,9,2021,26,23,153
1183,1,10,2022,25,4,434
1184,5,11,2023,4,1,178
1185,4,5,2021,30,2,348
1186,1,11,2023,8,10,180
1187,1,1,2021,26,16,22
1188,5,3,2022,23,14,31
1189,3,5,2021,31,12,357
1190,7,11,2022,21,15,362
1191,4,8,2022,12,4,432
1192,5,8,2022,5,19,246
1193,2,7,2023,13,5,219
1194,6,12,2023,11,6,63
1195,6,3,2022,25,18,438
1196,1,8,2021,19,21,461
1197,6,10,2023,10,17,408
1198,2,8,2023,6,20,336
1199,6,6,2023,10,10,232
1200,3,4,2022,26,5,241
1201,2,9,2021,12,16,470
1202,5,12,2021,6,2,425
1203,7,5,2022,29,4,397
1204,4,4,2021,12,12,21
1205,5,3,2021,17,17,53
1206,5,4,2021,19,10,415
1207,7,4,2021,28,10,168
1208,2,3,2022,28,0,158
1209,6,4,2021,11,15,384
1210,2,1,2022,12,20,324
1211,6,6,2021,24,7,353
1212,2,9,2021,3,17,384
1213,1,2,2023,5,17,98
1214,1,12,2022,6,22,336
1215,4,6,2023,12,0,69
1216,7,10,2022,27,12,354
1217,1,11,2021,12,11,80
1218,5,8,2023,22,10,188
1219,5,5,2021,22,0,108
1220,6,10,2022,9,12,260
1221,1,6,2023,16,3,283
1222,2,2,2023,17,17,337
1223,1,5,2021,30,12,369
1224,3,1,2022,13,9,15
1225,1,10,2021,2,20,488
1226,3,3,2023,2,11,156
1227,6,7,2021,31,21,15
1228,5,8,2022,19,6,180
1229,4,8,2023,31,16,346
1230,7,12,2023,5,21,56
1231,1,11,2022,20,21,12
1232,6,8,2023,21,7,244
1233,3,4,2023,19,3,323
1234,6,1,2022,5,7,81
1235,3,6,2023,3,14,103
1236,1,2,2022,7,12,357
1237,2,11,2021,25,10,35
1238,2,11,2021,6,3,378
1239,7,8,2023,1,5,399
1240,5,5,2021,18,9,426
1241,6,1,2021,19,6,133
1242,7,11,2021,5,2,309
1243,2,5,2021,12,6,300
1244,5,4,2022,24,22,345
1245,6,10,2023,24,12,301
1246,7,2,2022,13,10,148
1247,4,2,2023,11,5,265
1248,2,7,2021,17,8,115
1249,1,6,2022,1,23,443
1250,2,1,2021,4,20,221
1251,4,10,2023,20,5,315
1252,3,3,2021,1,5,198
1253,5,6,2023,17,8,130
1254,1,4,2022,28,9,364
1255,7,4,2022,27,8,369
1256,7,3,2023,13,14,199
1257,2,1,2023,1,18,374
1258,4,2,2021,12,10,198
1259,2,1,2022,7,4,330
1260,5,5,2021,11,18,129
1261,3,9,2022,24,18,405
1262,1,12,2021,21,21,47
1263,7,1,2022,31,12,355
1264,4,8,2021,8,12,435
1265,4,3,2023,21,22,200
1266,3,11,2021,24,16,499
1267,6,7,2022,21,22,287
1268,1,3,2022,17,11,474
1269,3,10,2023,30,3,251
1270,4,6,2023,11,10,407
1271,6,6,2021,1,11,314
1272,6,1,2023,21,18,44
1273,5,3,2022,7,0,130
1274,1,12,2023,30,8,254
1275,1,2,2021,3,9,84
1276,1,4,2021,31,18,484
1277,7,4,2022,1,22,184
1278,7,11,2023,2,7,226
1279,1,9,2023,26,19,111
1280,7,2,2021,16,1,234
1281,5,10,2022,12,5,197
1282,6,5,2023,26,3,368
1283,6,10,2021,25,9,186
1284,2,1,2021,24,7,270
1285,2,3,2021,22,9,291
1286,5,8,2023,4,9,328
1287,1,11,2023,22,14,300
1288,2,2,2022,20,16,33
1289,5,11,2022,14,22,103
1290,1,1,2021,28,10,418
1291,5,6,2023,21,7,392
1292,2,9,2022,5,6,403
1293,2,6,2021,1,10,308
1294,4,1,2022,15,16,245
1295,6,9,2022,30,8,120
1296,2,8,2021,28,15,284
1297,4,2,2022,25,14,178
1298,7,8,2023,5,11,471
1299,7,11,2023,27,16,229
1300,7,4,2023,21,18,388
1301,1,6,2023,12,23,235
1302,4,6,2021,29,6,9
1303,6,8,2021,26,3,83
1304,5,7,2023,28,17,9
1305,5,9,2021,3,18,372
1306,7,12,2022,16,17,162
1307,6,6,2023,22,11,310
1308,5,1,2021,20,0,48
1309,5,6,2023,5,12,208
1310,6,3,2022,15,8,291
1311,2,12,2022,6,19,308
1312,4,12,2023,14,9,33
1313,5,12,2023,1,3,216
1314,6,6,2022,2,13,251
1315,2,8,2023,8,11,399
1316,2,9,2021,14,5,346
1317,4,4,2023,20,4,309
1318,7,3,2022,10,0,207
1319,7,11,2022,22,10,36
1320,5,10,2021,10,0,220
1321,4,7,2021,22,1,169
1322,3,10,2021,8,13,427
1323,1,4,2022,30,11,364
1324,2,5,2023,23,8,427
1325,1,11,2022,4,3,92
1326,2,9,2022,23,7,109
1327,1,10,2021,6,1,366
1328,6,1,2022,21,15,376
1329,6,6,2021,16,13,280
1330,6,1,2022,7,6,496
1331,4,10,2021,31,9,381
1332,1,4,2023,16,18,477
1333,1,12,2022,17,20,330
1334,6,9,2022,15,7,356
1335,7,3,2022,17,8,119
1336,5,11,2022,27,23,317
1337,5,5,2021,24,5,402
1338,6,7,2022,12,20,300
1339,2,4,2022,16,11,58
1340,3,11,2021,5,10,195
1341,7,8,2022,4,12,347
1342,2,1,2022,30,10,144
1343,5,5,2022,22,18,10
1344,3,5,2022,2,2,278
1345,4,11,2021,3,11,1
1346,6,6,2022,18,10,187
1347,3,6,2021,23,17,302
1348,3,5,2022,18,22,118
1349,5,8,2022,20,23,386
1350,1,7,2022,29,16,442
1351,4,12,2021,22,12,58
1352,4,2,2022,25,21,412
1353,4,2,2023,1,9,98
1354,5,9,2022,30,18,122
1355,1,8,2022,12,16,219
1356,6,2,2021,18,23,455
1357,7,9,2023,28,0,120
1358,6,2,2021,24,4,452
1359,2,6,2021,21,6,356
1360,7,6,2021,25,5,97
1361,3,12,2023,2,19,251
1362,1,7,2022,22,19,90
1363,2,8,2021,8,23,202
1364,7,7,2023,5,8,78
1365,2,11,2021,13,10,473
1366,2,6,2021,15,1,222
1367,5,5,2023,12,12,274
1368,3,4,2022,24,17,484
1369,2,4,2021,28,15,137
1370,1,3,2021,3,20,359
1371,2,6,2022,11,8,98
1372,3,1,2022,22,0,110
1373,6,9,2021,23,15,348
1374,4,12,2022,20,2,366
1375,1,12,2022,9,8,408
1376,1,5,2023,7,17,448
1377,2,10,2022,23,23,363
1378,7,1,2023,25,10,254
1379,4,11,2021,18,17,457
1380,3,8,2022,17,12,103
1381,5,10,2023,3,13,87
1382,3,8,2023,29,17,155
1383,7,8,2021,7,16,142
1384,7,5,2021,9,5,409
1385,7,4,2022,9,5,16
1386,3,5,2021,22,1,224
1387,1,3,2022,4,3,411
1388,3,7,2021,24,6,140
1389,1,9,2023,8,5,163
1390,4,12,2022,11,23,61
1391,3,3,2022,3,15,236
1392,2,3,2023,28,5,166
1393,1,10,2023,28,9,349
1394,7,4,2022,10,19,488
1395,2,2,2022,26,23,6
1396,3,11,2023,21,14,126
1397,2,1,2021,14,15,277
1398,4,9,2021,22,4,284
1399,1,3,2022,12,20,471
1400,6,3,2021,30,7,301
1401,5,4,2022,3,2,19
1402,7,2,2023,13,10,41
1403,2,10,2021,8,16,201
1404,2,6,2023,31,9,493
1405,5,3,2022,23,13,222
1406,3,7,2021,6,13,380
1407,2,2,2022,29,17,256
1408,3,6,2021,2,5,456
1409,5,10,2022,26,14,113
1410,4,5,2022,22,22,194
1411,5,6,2022,9,1,480
1412,6,9,2023,28,23,376
1413,2,7,2021,3,12,8
1414,3,10,2023,2,23,7
1415,2,7,2022,6,16,83
1416,5,11,2021,25,15,115
1417,1,11,2021,20,18,55
1418,7,11,2023,7,21,162
1419,6,9,2021,13,15,472
1420,5,8,2022,7,21,57
1421,6,1,2022,29,4,323
1422,4,11,2023,31,15,68
1423,1,12,2022,25,22,84
1424,4,11,2022,15,16,183
1425,3,8,2021,26,11,243
1426,4,8,2022,1,12,462
1427,5,4,2023,5,3,155
1428,5,5,2022,20,17,43
1429,5,9,2023,19,16,309
1430,6,10,2023,21,20,323
1431,3,10,2022,30,16,215
1432,2,11,2023,16,2,261
1433,4,7,2022,8,4,252
1434,1,11,2022,11,3,303
1435,1,6,2022,9,18,338
1436,3,2,2022,6,18,127
1437,6,1,2023,23,6,284
1438,3,7,2022,21,4,144
1439,6,3,2023,3,20,180
1440,3,10,2021,13,15,13
1441,5,12,2023,22,15,43
1442,7,12,2023,11,11,143
1443,3,10,2023,3,23,224
1444,5,9,2021,12,14,326
1445,7,4,2021,26,1,362
1446,6,9,2021,27,21,421
1447,7,4,2021,19,6,76
1448,4,7,2021,23,10,157
1449,2,7,2021,2,16,363
1450,7,12,2023,24,7,445
1451,5,5,2023,10,13,70
1452,4,12,2021,18,14,3
1453,2,11,2023,21,19,217
1454,2,11,2021,22,21,75
1455,1,11,2021,5,10,216
1456,5,10,2021,22,22,484
1457,1,6,2022,23,3,392
1458,6,12,2021,9,15,172
1459,7,10,2022,22,9,342
1460,4,6,2021,27,22,291
1461,4,4,2021,12,4,331
1462,7,1,2021,9,19,492
1463,3,6,2022,9,13,103
1464,6,6,2023,26,8,299
1465,6,10,2022,7,14,145
1466,5,12,2022,2,5,353
1467,7,9,2021,21,6,72
1468,4,11,2021,8,9,256
1469,5,7,2021,17,15,467
1470,7,11,2022,21,12,410
1471,2,2,2021,30,16,157
1472,5,8,2022,9,23,346
1473,1,9,2022,10,16,283
1474,6,12,2022,9,13,128
1475,7,11,2023,15,10,394
1476,7,12,2023,16,1,482
1477,6,12,2021,16,11,457
1478,1,6,2021,29,19,403
1479,1,5,2021,13,19,408
1480,4,12,2021,25,5,363
1481,3,4,2023,1,5,298
1482,1,11,2021,31,6,227
1483,1,7,2022,21,16,216
1484,6,12,2022,27,3,498
1485,5,3,2022,25,23,156
1486,5,10,2022,9,0,232
1487,7,9,2023,5,23,462
1488,2,10,2022,18,13,23
1489,2,6,2021,14,19,247
1490,5,11,2022,7,14,224
1491,1,1,2023,24,2,50
1492,4,8,2023,1,7,395
1493,2,2,2022,27,8,493
1494,1,8,2022,10,23,228
1495,2,6,2021,1,7,71
1496,3,4,2023,30,18,248
1497,6,4,2023,18,8,237
1498,7,1,2022,27,15,342
1499,1,7,2021,29,9,69
1500,3,5,2021,30,11,59
1501,4,12,2021,27,8,218
1502,4,2,2023,20,6,160
1503,4,9,2022,5,2,120
1504,7,5,2022,27,13,263
1505,4,9,2022,4,4,212
1506,7,12,2022,28,1,200
1507,2,6,2023,2,5,339
1508,2,3,2023,11,22,297
1509,7,8,2023,4,5,497
1510,3,8,2023,29,10,131
1511,1,11,2021,5,5,220
1512,3,7,2022,1,14,438
1513,1,8,2023,16,6,384
1514,6,7,2023,6,6,87
1515,6,10,2022,28,9,68
1516,5,6,2022,3,10,231
1517,3,1,2021,6,13,388
1518,1,7,2022,11,13,120
1519,2,1,2022,10,22,62
1520,2,6,2022,9,7,267
1521,3,12,2021,25,19,272
1522,6,3,2023,17,22,481
1523,6,8,2021,10,20,264
1524,3,7,2022,12,11,151
1525,1,3,2021,17,10,86
1526,6,12,2023,24,22,8
1527,7,5,2023,31,0,12
1528,6,1,2022,8,9,225
1529,5,7,2021,19,7,334
1530,2,1,2023,30,12,82
1531,6,10,2023,20,16,393
1532,4,11,2022,15,16,368
1533,7,3,2023,2,18,52
1534,6,7,2022,14,22,403
1535,4,12,2021,7,19,385
1536,6,1,2021,23,6,364
1537,7,11,2023,4,20,18
1538,1,6,2022,27,0,389
1539,3,1,2022,28,17,184
1540,7,1,2021,19,15,258
1541,7,5,2022,13,10,229
1542,7,6,2022,28,8,112
1543,3,5,2021,28,4,490
1544,2,6,2021,3,7,216
1545,2,5,2023,5,0,216
1546,7,2,2021,3,10,496
1547,1,2,2023,14,0,427
1548,5,5,2022,25,17,282
1549,7,9,2022,9,17,291
1550,6,8,2022,28,20,65
1551,6,9,2022,1,5,166
1552,5,11,2023,21,10,43
1553,7,2,2022,18,12,224
1554,3,10,2023,24,2,356
1555,7,8,2021,10,13,366
1556,7,3,2022,4,4,244
1557,1,6,2021,26,4,388
1558,5,11,2021,1,23,17
1559,6,11,2023,10,9,275
1560,6,1,2022,19,0,152
1561,6,5,2022,30,11,82
1562,3,5,2023,3,22,40
1563,4,1,2022,14,16,319
1564,7,5,2021,18,12,152
1565,7,1,2021,27,16,479
1566,6,8,2023,9,21,222
1567,6,7,2021,13,9,280
1568,1,10,2021,11,7,114
1569,3,6,2021,6,22,476
1570,2,8,2023,25,22,188
1571,4,10,2022,25,6,300
1572,4,4,2023,8,16,349
1573,5,1,2022,21,19,199
1574,4,12,2022,19,6,490
1575,7,1,2021,8,0,124
1576,1,6,2021,22,4,165
1577,1,4,2021,12,14,15
1578,5,5,2022,18,12,314
1579,3,2,2021,6,13,497
1580,7,10,2021,29,12,126
1581,4,11,2021,25,8,119
1582,5,4,2021,19,7,296
1583,6,11,2022,5,9,272
1584,1,10,2021,15,11,86
1585,3,9,2021,15,11,470
1586,6,7,2021,2,21,399
1587,2,1,2023,26,1,447
1588,2,10,2021,1,15,149
1589,7,3,2021,22,13,468
1590,7,8,2023,23,11,415
1591,7,3,2021,8,14,158
1592,5,10,2021,13,8,482
1593,3,1,2022,6,17,251
1594,2,12,2022,26,0,182
1595,7,8,2021,14,1,109
1596,6,8,2021,31,14,38
1597,6,12,2022,18,19,57
1598,7,7,2022,20,18,77
1599,7,7,2023,20,19,72
1600,6,9,2022,12,19,354
1601,7,1,2023,15,16,349
1602,5,3,2023,9,4,74
1603,3,8,2023,2,12,227
1604,1,8,2023,25,7,490
1605,1,7,2023,12,16,472
1606,6,6,2023,5,0,95
1607,7,6,2022,19,14,86
1608,2,5,2021,3,16,142
1609,7,1,2021,13,12,186
1610,6,7,2021,9,1,400
1611,4,8,2021,11,16,324
1612,2,2,2021,27,1,414
1613,7,1,2021,6,16,60
1614,2,10,2021,18,6,16
1615,1,3,2023,30,14,231
1616,6,9,2022,21,15,152
1617,7,5,2021,7,22,321
1618,3,10,2021,8,3,405
1619,2,8,2023,23,13,258
1620,4,8,2023,17,11,364
1621,7,6,2021,1,7,344
1622,2,8,2023,15,16,138
1623,5,12,2021,25,3,325
1624,4,11,2023,28,14,366
1625,3,11,2021,3,21,179
1626,6,2,2023,12,5,219
1627,6,9,2022,1,7,412
1628,7,7,2022,18,18,460
1629,4,10,2023,29,16,487
1630,7,3,2021,10,23,260
1631,2,7,2021,16,7,100
1632,7,3,2023,10,16,119
1633,2,10,2023,11,21,428
1634,6,2,2022,28,21,154
1635,7,1,2022,2,6,457
1636,2,6,2023,22,2,180
1637,1,5,2022,25,13,152
1638,4,3,2023,31,6,329
1639,3,11,2023,23,23,286
1640,4,4,2021,23,6,158
1641,7,8,2022,17,20,41
1642,7,1,2021,30,20,44
1643,3,4,2021,2,18,314
1644,1,7,2021,8,1,497
1645,2,6,2022,21,9,353
1646,3,4,2023,28,7,282
1647,6,8,2021,12,2,492
1648,5,2,2022,25,13,118
1649,5,4,2022,27,16,499
1650,2,11,2023,30,3,496
1651,3,12,2023,9,13,67
1652,1,1,2021,10,21,153
1653,3,8,2023,12,13,228
1654,5,10,2023,4,19,248
1655,4,3,2021,21,21,86
1656,7,6,2021,5,4,410
1657,5,10,2022,8,22,15
1658,4,2,2023,15,15,280
1659,7,11,2023,28,5,64
1660,2,1,2021,14,23,201
1661,1,2,2022,24,3,362
1662,6,4,2022,29,17,396
1663,3,11,2023,22,5,133
1664,5,5,2022,22,3,143
1665,4,4,2021,14,22,448
1666,4,1,2021,7,23,486
1667,6,7,2023,4,21,246
1668,6,9,2021,20,5,11
1669,2,4,2023,4,10,418
1670,2,8,2022,8,12,317
1671,2,11,2021,11,18,326
1672,3,5,2023,7,11,171
1673,2,10,2023,23,18,308
1674,5,6,2022,14,14,56
1675,2,8,2021,31,23,193
1676,2,6,2022,11,18,131
1677,5,1,2022,9,19,332
1678,5,9,2023,11,3,223
1679,6,1,2021,13,20,253
1680,2,7,2022,5,11,234
1681,4,8,2023,9,12,98
1682,4,9,2023,4,10,55
1683,6,5,2022,9,2,437
1684,1,8,2022,13,14,203
1685,1,2,2023,29,12,382
1686,6,9,2022,8,21,327
1687,7,3,2021,2,5,132
1688,5,5,2021,17,20,315
1689,4,7,2022,30,23,116
1690,4,4,2022,12,1,183
1691,3,1,2023,21,1,274
1692,4,5,2022,27,17,99
1693,5,4,2023,30,0,368
1694,3,10,2023,28,3,494
1695,6,6,2023,12,0,143
1696,1,6,2021,6,23,349
1697,7,12,2022,24,9,155
1698,5,10,2022,4,15,407
1699,1,9,2023,28,4,280
1700,4,11,2022,3,11,71
1701,6,12,2023,20,16,28
1702,6,12,2023,25,11,378
1703,2,10,2023,28,11,393
1704,6,4,2021,7,14,477
1705,6,6,2023,12,15,193
1706,3,5,2023,30,9,79
1707,3,5,2022,5,22,34
1708,4,4,2021,31,7,255
1709,4,8,2022,22,3,55
1710,5,3,2022,29,7,170
1711,4,10,2023,16,19,452
1712,7,2,2021,20,1,377
1713,4,11,2021,22,16,472
1714,4,10,2021,23,16,13
1715,1,12,2021,13,13,227
1716,7,10,2023,7,23,280
1717,6,8,2022,17,10,497
1718,2,2,2021,11,9,214
1719,6,12,2021,31,19,407
1720,3,4,2023,10,4,498
1721,5,1,2021,22,9,120
1722,7,3,2022,26,21,313
1723,6,11,2022,9,19,388
1724,7,3,2023,2,4,389
1725,6,10,2022,7,3,119
1726,2,4,2023,5,16,452
1727,4,1,2021,27,4,350
1728,6,8,2021,12,12,161
1729,5,11,2023,29,20,223
1730,1,2,2021,22,12,168
1731,2,9,2021,30,8,250
1732,4,12,2023,21,6,36
1733,6,9,2021,18,10,415
1734,6,10,2022,8,8,132
1735,7,4,2021,3,2,406
1736,6,3,2022,8,23,32
1737,3,5,2023,30,13,448
1738,3,12,2022,14,3,122
1739,1,6,2021,16,10,95
1740,5,1,2023,31,20,46
1741,1,7,2022,8,15,159
1742,3,6,2021,24,7,138
1743,4,5,2021,25,4,437
1744,4,9,2023,9,13,178
1745,4,7,2022,21,5,435
1746,2,1,2022,10,3,381
1747,6,5,2021,19,3,156
1748,7,8,2022,19,23,345
1749,6,12,2021,1,3,150
1750,3,8,2021,28,2,189
1751,4,7,2023,19,13,266
1752,4,9,2022,8,10,237
1753,6,9,2021,1,11,469
1754,7,7,2022,15,10,237
1755,4,2,2022,28,21,1
1756,1,9,2023,8,9,153
1757,5,1,2023,20,8,294
1758,2,4,2022,28,22,202
1759,6,12,2023,1,17,207
1760,3,4,2023,11,19,430
1761,5,10,2021,12,0,184
1762,6,1,2022,3,2,131
1763,4,5,2022,24,21,130
1764,1,2,2021,30,3,179
1765,4,7,2021,10,0,75
1766,5,3,2023,23,16,15
1767,5,7,2023,23,6,257
1768,3,3,2022,28,19,471
1769,1,11,2022,23,2,266
1770,5,11,2023,22,19,431
1771,3,10,2021,13,0,175
1772,3,6,2021,29,16,379
1773,7,8,2021,17,8,21
1774,6,2,2023,17,16,344
1775,1,3,2023,21,6,444
1776,5,12,2021,5,23,323
1777,6,10,2022,20,2,321
1778,6,4,2022,8,13,337
1779,1,7,2021,11,1,100
1780,5,2,2022,19,22,115
1781,4,7,2022,8,23,489
1782,2,12,2023,29,21,205
1783,7,2,2021,28,3,493
1784,3,4,2022,28,15,499
1785,6,1,2021,15,2,432
1786,6,2,2021,30,5,390
1787,5,9,2023,22,11,226
1788,5,5,2022,15,4,235
1789,1,8,2022,17,0,422
1790,6,1,2021,9,1,137
1791,2,12,2021,9,21,259
1792,4,8,2022,21,10,318
1793,1,8,2022,11,11,317
1794,2,1,2023,11,21,320
1795,7,12,2023,24,0,363
1796,6,7,2023,11,8,238
1797,7,6,2021,15,20,51
1798,5,6,2023,14,4,132
1799,4,11,2021,8,13,387
1800,7,4,2022,24,11,42
1801,5,9,2022,26,18,153
1802,4,10,2021,13,3,47
1803,6,7,2023,24,18,70
1804,4,4,2023,24,2,485
1805,4,12,2021,2,2,342
